Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DWRE,DEMANDWARE INC.,50.61,$1.91B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/dwre
DNR,Denbury Resources Inc.,2.79,$979.74M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DKT,Deutsch Bk Contingent Cap Tr V,27.43,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,25.23,$34.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,26.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,25.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,36.44,$14.98B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn
DV,DeVry Education Group Inc.,22.94,$1.46B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv
DHX,DHI Group Inc.,9.86,$519.24M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx
DHT,DHT Holdings Inc.,8.02,$744.66M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht
DEO,Diageo plc,114.35,$71.88B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo
DO,Diamond Offshore Drilling Inc.,20.95,$2.87B,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do
DRII,Diamond Resorts International Inc.,27.49,$1.97B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/drii
DRH,Diamondrock Hospitality Company,10.69,$2.15B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.81,$314.5M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,11.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,15.4,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn
DKS,Dick&#39;s Sporting Goods Inc,37.59,$4.32B,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,Diebold Incorporated,32.68,$2.12B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DLR,Digital Realty Trust Inc.,72.16,$10.56B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^E,Digital Realty Trust Inc.,25.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^e
DLR^F,Digital Realty Trust Inc.,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f
DLR^G,Digital Realty Trust Inc.,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,Digital Realty Trust Inc.,27.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,Digital Realty Trust Inc.,25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,DigitalGlobe Inc,15.56,$1.09B,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,Dillard&#39;s Inc.,72.58,$2.81B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,Dillard&#39;s Inc.,26.55,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DIN,DineEquity Inc,84.57,$1.58B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DPLO,Diplomat Pharmacy Inc.,35.35,$2.27B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,56.28,$24.06B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DRA,Diversified Real Asset Income Fund,16.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,11.6,$99.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,34.18,$3.45B,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,69.6,$20.25B,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DDC,Dominion Diamond Corporation,8.05,$686.51M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc
DM,Dominion Midstream Partners LP,26.81,$2.08B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
DOM,Dominion Resources Black Warrior Trust,0.4695,$3.69M,1994,Energy,Coal Mining,http://www.nasdaq.com/symbol/dom
D,Dominion Resources Inc.,66.14,$39.38B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUA,Dominion Resources Inc.,53.11,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcua
DCUB,Dominion Resources Inc.,53.51,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcub
DCUC,Dominion Resources Inc.,47.77,$28.44B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc
DPZ,Domino&#39;s Pizza Inc,110.39,$6.03B,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,39.85,$2.59B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,Donaldson Company Inc.,28.6,$3.79B,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
LPG,Dorian LPG Ltd.,12.42,$715.13M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,16.58,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,25.64,$377.37M,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,Douglas Dynamics Inc.,22.66,$507.31M,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,Douglas Emmett Inc.,30.72,$4.51B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,64.22,$9.95B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.03,$33.85M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,Dover Motorsports Inc.,2.25,$82.65M,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),52.03,$60.28B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,Dr Pepper Snapple Group Inc,91.82,$17.34B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,46.53,$7.94B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,1.4,$59.46M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,59.54,$1.44B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.04,$220.7M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,Dreyfus Municipal Bond Infrastructure Fund Inc.,12.16,$223.52M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,Dreyfus Strategic Municipal Bond Fund Inc.,7.93,$490.47M,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,Dreyfus Strategic Municipals Inc.,8.32,$514.59M,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,Dril-Quip Inc.,58.71,$2.25B,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DST,DST Systems Inc.,120.11,$4.16B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,23.5,$2.04B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,81.18,$14.57B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTQ,DTE Energy Company,24.5,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTZ,DTE Energy Company,26.2301,n/a,2011,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DCO,Ducommun Incorporated,15.77,$174.78M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.25,$540.5M,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,5.66,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,Duff & Phelps Utilities Income Inc.,9.05,$2.48B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,Duff & Phelps Utilities Tax-Free Income Inc.,14.83,$126.34M,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc.,9.24,$254.05M,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,68.5,$47.15B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,25.71,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,20.72,$7.15B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),107.16,$3.87B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,Dupont Fabros Technology Inc.,32.2,$2.11B,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^A,Dupont Fabros Technology Inc.,25.6219,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^a
DFT^B,Dupont Fabros Technology Inc.,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^b
DHG,DWS High Income Opportunities Fund Inc.,13.26,$201.3M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DY,Dycom Industries Inc.,84.39,$2.74B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,10.61,$376.55M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,16.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,11.53,$1.39B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,46.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DX,Dynex Capital Inc.,6.51,$320.09M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,Dynex Capital Inc.,23.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,Dynex Capital Inc.,22.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,67.1,$58.81B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,78,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,94.0614,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
SSP,E.W. Scripps Company (The),21.44,$1.8B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,15.73,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,63.75,$3.19B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,17.64,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc           
ECCA,Eagle Point Credit Company Inc.,25.6,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
DEA,Easterly Government Properties Inc.,17.14,$414.25M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,EastGroup Properties Inc.,57.3,$1.86B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,70.9,$10.54B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,12.36,$519.01M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,Eaton Corporation PLC,54.71,$25.32B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,15.16,$4.57B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,11.25,$1.2B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,35.77,$4.17B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,12.86,$503.77M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,13.54,$646.73M,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,12.69,$525.02M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,13.8701,$105.5M,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,17.66,$194.82M,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx           
EOT,Eaton Vance Municipal Income Trust,21.39,$327.87M,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,13.37,$312.92M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,10.08,$670.64M,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,12.45,$463.67M,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,5.87,$222.28M,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13,$245.53M,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.49,$1.42B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,22.33,$324.22M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,12.33,$130.16M,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.91,$1.21B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.64,$410.25M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.22,$1.68B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.99,$2.71B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.65,$29.05M,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,1.99,$443.12M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,118.36,$34.95B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
DANG,E-Commerce China Dangdang Inc.,7.25,$586.77M,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang
EC,Ecopetrol S.A.,7.04,$294.41M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,60.04,$19.56B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,35.94,$1.74B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,160.79,$17.34B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,12.89,$882.83M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EJ,E-House (China) Holdings Limited,6.12,$872.84M,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/ej
EP^C,El Paso Corporation,40.45,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,37.39,$1.51B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,3.07,$2.2B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
LLY,Eli Lilly and Company,86.38,$95.72B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,Ellie Mae Inc.,65.09,$1.94B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,16.88,$564.08M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,12.75,$116.47M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,31.88,$5.87B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EMC,EMC Corporation,26.14,$50.68B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/emc
EME,EMCOR Group Inc.,50.99,$3.2B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMES,Emerge Energy Services LP,5.54,$133.62M,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/emes
EBS,Emergent Biosolutions Inc.,37.05,$1.44B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
EMG,Emergent Capital Inc.,3.73,$104.93M,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg
EMR,Emerson Electric Company,48.51,$31.75B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr
EDE,Empire District Electric Company (The),22.37,$979.52M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede
ESRT,Empire State Realty Trust Inc.,18.15,$4.94B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,26.9,$862.91M,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),15.32,$687.13M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
EOC,Empresa Nacional de Electricidad S.A.,34.93,$9.55B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eoc
ICA,Empresas Ica Soc Contrladora,0.9124,$140.47M,1992,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/ica
ENBL,Enable Midstream Partners LP,8.95,$3.78B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
EEQ,Enbridge Energy Management LLC,21.06,$1.54B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
EEP,Enbridge Energy L.P.,21.31,$9.08B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,31.02,$26.79B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb
ECA,Encana Corporation,6.71,$5.67B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
EXK,Endeavour Silver Corporation,1.39,$141.75M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk
GI,EndoChoice Holdings Inc.,8.33,$206.55M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gi
ENH,Endurance Specialty Holdings Ltd,66.96,$4.46B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/enh
ENH^A.CL,Endurance Specialty Holdings Ltd,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^a.cl
ENH^B,Endurance Specialty Holdings Ltd,25.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^b
ENH^C,Endurance Specialty Holdings Ltd,24.9199,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^c
NDRO,Enduro Royalty Trust,3.11,$102.63M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
EGN,Energen Corporation,50.98,$4.02B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,Energizer Holdings Inc.,34.28,$2.14B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,Energizer Holdings Inc.,79.29,$4.76B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
ETE,Energy Transfer Equity L.P.,12.99,$13.57B,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,ENERGY TRANSFER PARTNERS,31.79,$15.96B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
ERF,Enerplus Corporation,4.06,$838.38M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENI,Enersis S A,11.92,$11.7B,1993,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eni
ENS,Enersys,58.74,$2.61B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
EGL,Engility Holdings Inc.,33.39,$1.23B,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
E,ENI S.p.A.,30.95,$56.24B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e
ENLK,EnLink Midstream Partners LP,12.86,$4.23B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,EnLink Midstream LLC,12.15,$2B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EBF,Ennis Inc.,20.31,$524.22M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ENVA,Enova International Inc.,6.31,$208.23M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva
NPO,Enpro Industries,48.71,$1.08B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,15.54,$3.66B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corporation,12.27,$487.28M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm
EAA,Entergy Arkansas Inc.,25.17,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eaa
EAB,Entergy Arkansas Inc.,24.769,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab
EAE,Entergy Arkansas Inc.,24.63,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae
